state,sex,year,name
MS,M,1958.0,Alex
MS,M,1927.0,Michael
 MS ,F,1940.0,
MS,F,1942.0,Mary
MS, M ,1977.0,John
 MS ,M,1910.0,John
 MS ,M,1938.0,Taylor
 MS ,M,1995.0,Michael
MS, F ,1984.0,Mary
MS,M,1935.0,Jordan
 MS ,F,1933.0,Jordan
MS,M,1927.0,john
MS,M,,james
MS,F,1983.0,Taylor
MS,M,1959.0,Alex
 MS ,F,2010.0,Jennifer
MS,,1913.0, Jordan 
 MS ,F,1948.0,Jennifer
,M,2003.0,Casey
MS,F,2005.0, Jordan 
MS,F,1969.0,Mary
MS,M,1984.0,John
MS,M,1948.0,James
MS,M,1972.0,Jordan
MS,M,2022.0,John
MS, F ,1989.0,Mary
 MS ,M,1980.0,John
MS,F,1971.0,Casey
 MS , F ,1926.0,Casey
MS,M,2020.0,Jennifer
MS,M,1991.0,Taylor
,F,,Linda
MS,F,1990.0,Linda
MS,F,1955.0, Alex 
MS,M,1990.0,Casey
MS, M ,2002.0,Casey
MS,F,1939.0,Patricia
MS,F,1988.0,Jennifer
MS,F,1975.0,Linda
MS,M,1948.0,Taylor
MS, M ,2015.0,Casey
MS,M,1945.0,Jordan
MS,M,2010.0,Casey
MS,F,1938.0,Jordan
MS,F,1964.0,Mary
,M,2002.0,john
MS,F,,Robert
 MS ,M,1924.0,Mary
MS,M,1990.0, James 
MS,M,2001.0,Taylor
MS,F,1962.0,Linda
MS, F ,1940.0,
,,1961.0,Alex
MS,M,1985.0,James
MS,F,1969.0, Alex 
 MS ,M,1974.0,Jordan
MS, F ,1970.0,Jennifer
,F,2010.0,Jordan
MS, F ,1965.0,Taylor
MS,M,1926.0,Jordan
MS,M,1992.0,Casey
MS, M ,1958.0,Taylor
MS, F ,1935.0,Taylor
MS,M,1964.0,Jordan
MS,F,1970.0,Linda
MS, M ,1951.0,Alex
MS,F,1998.0,Jordan
MS,M,1949.0,Taylor
MS,M,1997.0,John
MS,F,1936.0,Patricia
,M,1968.0,James
MS,F,,
MS,F,1910.0,Patricia
MS,F,1996.0,Mary
MS,F,1986.0,Mary
MS,M,2013.0,James
MS,M,1985.0,Robert
MS,M,1933.0,James
MS,M,1936.0,John
MS,F,1975.0,Alex
MS, F ,1995.0,Patricia
MS,F,1977.0,Jennifer
MS,M,1951.0,John
MS,F,1938.0,Patricia
MS,F,1991.0,Casey
MS, M ,2014.0,Taylor
,,2012.0,Taylor
MS,F,1933.0,Casey
MS,F,1989.0,Taylor
MS,F,2019.0,Linda
MS,M,1959.0,James
MS,F,2007.0,Alex
MS,M,1990.0,Robert
MS,M,1944.0,Alex
MS,M,1971.0,John
MS,M,1971.0,Casey
MS, F ,2008.0,Taylor
MS,F,1971.0,Taylor
MS,F,,Jordan
MS,F,1961.0,Jennifer
MS,M,1919.0,james
MS,F,2008.0,Linda
MS,M,1996.0,John
MS,,1923.0, Alex 
MS,F,1945.0,Jordan
MS,M,1932.0,James
MS,F,1993.0,Linda
MS,F,,jennifer
MS,F,1993.0,Casey
 MS ,F,1943.0,Alex
MS,F,2021.0,Jordan
MS,M,,Taylor
MS,F,2014.0,Taylor
MS,M,1983.0,jordan
MS,F,1938.0,jennifer
MS,M,1974.0,Robert
MS,M,1957.0,Casey
, M ,1992.0,James
MS,M,1955.0,James
MS,F,1968.0,Taylor
MS,M,1986.0,Jordan
MS,M,1942.0,Alex
MS,F,1911.0,Patricia
MS, F ,1972.0,Taylor
MS,M,1934.0,Michael
MS,F,1995.0,jennifer
MS,M,2006.0,Alex
MS, M ,1963.0,Alex
MS, M ,2022.0,Michael
MS,F,2009.0,Jennifer
MS,F,1982.0,Alex
MS,M,1914.0,Jennifer
MS,F,1943.0,Jordan
MS,F,1999.0,Jordan
MS,F,1956.0,Jennifer
MS,M,1997.0,Casey
MS,F,1964.0,Jordan
,M,1978.0,Michael
MS,M,1938.0,John
MS,F,1958.0,
MS,M,1968.0,Casey
MS,F,2011.0,Casey
,F,1931.0,Alex
MS,M,1996.0,Casey
MS,F,,Patricia
MS,F,1979.0,Jennifer
MS,M,1983.0,James
MS,M,1936.0,Taylor
MS,M,2001.0,Patricia
MS,M,1925.0,Casey
MS,M,1951.0,Taylor
MS,F,1947.0,jennifer
MS,M,1933.0,James
MS,,1962.0,Jordan
MS, M ,,Alex
MS,M,2007.0,John
 MS ,F,1953.0,Patricia
MS,F,1968.0,Mary
MS,M,1966.0,jordan
MS,,2008.0,Alex
MS,M,,Alex
MS,M,2005.0,Taylor
MS,M,1941.0,John
MS,F,1946.0,Jordan
MS,M,1931.0,
MS,M,2016.0,John
MS, F ,2001.0,Jordan
MS,F,1971.0,Alex
MS,F,1984.0,Taylor
MS,M,1979.0,Robert
MS, M ,1962.0,Taylor
MS,M,1977.0,Michael
MS,M,1983.0,John
 MS ,M,1957.0,taylor
MS,F,,Mary
MS,M,1928.0,Michael
MS,M,1980.0,Casey
MS,M,1947.0, Mary 
MS,F,2003.0,Jordan
MS,M,1987.0,Robert
,F,1947.0,Taylor
MS,M,1979.0,Alex
MS,M,1961.0,John
MS,F,,Patricia
MS,M,1967.0,Casey
MS,F,1938.0,
MS,M,1965.0,
,M,2014.0,Michael
,M,1965.0,Alex
MS,M,1966.0,Michael
MS,M,1956.0,Robert
MS, M ,1972.0,Linda
MS,M,1914.0,Robert
MS,M,1927.0, Casey 
,M,,Casey
MS,,2017.0,Jennifer
,F,2009.0,Taylor
MS,F,1929.0,Robert
MS, M ,1936.0,Alex
 MS , F ,1993.0,Mary
MS,M,1984.0,Alex
 MS ,F,1984.0,Casey
MS,F,1958.0,Jennifer
MS,M,1964.0,Michael
MS, F ,1945.0, Alex 
MS,,1956.0, Casey 
MS,F,1978.0,Casey
MS,M,,Jennifer
MS,F,1988.0,Alex
 MS , F ,,Casey
MS,M,1994.0, Jordan 
MS,F,1980.0,Linda
MS,F,1984.0,Alex
MS,F,1986.0,Linda
 MS ,F,2005.0,Alex
MS,F,1981.0,Mary
MS,F,1973.0,
,F,1934.0,Jordan
MS,M,2014.0,John
MS,,1984.0, Jennifer 
MS,F,1955.0,Patricia
MS,,1975.0,John
MS,M,1958.0,Jordan
MS,F,1968.0,jennifer
MS,M,1919.0,Alex
MS,F,1955.0, Alex 
,M,1936.0,Michael
MS,F,1978.0,Patricia
MS,F,1974.0,Linda
MS,M,1965.0,James
MS,F,1971.0,linda
 MS ,F,2014.0,Jordan
MS,F,1934.0,Alex
 MS ,M,1938.0,James
MS,F,1992.0,Casey
MS,M,1950.0,John
MS,F,2021.0,Robert
MS,,1962.0,Taylor
MS,F,1995.0, Jordan 
MS,M,1922.0,Linda
MS,M,1946.0,Casey
 MS ,M,1976.0,Alex
MS,M,1964.0,James
MS,M,,Alex
MS, F ,1923.0,Jordan
MS,M,1975.0,Michael
MS,M,2006.0,Jordan
MS,M,1931.0,Jordan
MS,F,2001.0,Linda
MS,M,1953.0,John
MS,M,1981.0,Michael
MS,M,2010.0,michael
MS,M,1948.0,James
MS,M,2010.0,Robert
MS,F,1953.0,Linda
MS,F,1918.0,
MS,F,1965.0,John
MS,F,1991.0,Taylor
MS,M,1915.0,Robert
MS,F,1922.0,Taylor
MS,F,1922.0,Linda
MS, F ,2003.0,Linda
MS,M,1970.0,James
MS,F,1947.0,Linda
MS,M,1977.0, Jordan 
MS,F,1975.0,Mary
MS,M,1990.0,Jordan
MS,M,1996.0,Robert
MS,M,1954.0,Casey
 MS ,M,1989.0,Robert
MS,F,1958.0,Alex
MS,F,1966.0,Alex
MS,M,1939.0,John
MS,M,2000.0,Taylor
MS,F,1982.0,Casey
MS, M ,2017.0,James
MS, F ,1999.0,Patricia
 MS ,F,1974.0,Taylor
 MS ,M,1926.0,Michael
MS,M,2016.0,Robert
MS,F,2004.0,Jordan
MS,M,1969.0,John
MS,F,1978.0,Jordan
MS, M ,2018.0,James
 MS ,F,1957.0,Alex
MS,M,1965.0, Robert 
MS,M,1969.0,Jordan
MS,M,1927.0,patricia
MS,F,2011.0,Jennifer
MS,F,1990.0,
MS,M,2008.0,Michael
 MS ,F,2004.0,Mary
MS,F,1960.0,Taylor
MS,M,1927.0,
 MS ,F,1949.0,Alex
MS,M,1997.0,James
 MS ,M,1958.0,James
MS,F,2006.0,Jordan
MS,F,1985.0,Linda
MS,M,1949.0,Alex
MS,M,1952.0,
MS,M,1955.0,Michael
MS,M,1952.0,Jordan
MS,F,1960.0,Mary
MS,M,1942.0,Casey
 MS ,,1937.0,jordan
MS, F ,1961.0,Casey
MS,F,1949.0,linda
MS,F,1954.0,Patricia
MS,M,1997.0,Taylor
MS,M,1919.0,Casey
MS,M,1985.0,John
MS, M ,1966.0,John
MS,F,2007.0,Jennifer
MS,M,1961.0,Robert
MS,M,1994.0,John
MS,F,2022.0,Mary
MS,M,1922.0,James
MS,F,1983.0,mary
MS,M,1943.0,Casey
MS,,1975.0,john
MS,F,1990.0,Robert
MS,M,1996.0,Jordan
MS,,1954.0,Taylor
MS,F,1988.0,Linda
MS,M,1983.0,Taylor
MS,M,1935.0,Patricia
 MS ,M,2011.0,Robert
,F,1976.0,Patricia
MS,M,2004.0, John 
MS,F,1985.0,Casey
MS,F,1951.0,
MS,F,1957.0,Jennifer
MS,M,1944.0,Casey
,F,1969.0,Jordan
MS,F,1962.0,Patricia
MS,F,1958.0,Mary
MS,F,1927.0,Casey
MS,M,1985.0,Taylor
MS,F,2010.0,Taylor
MS,M,1920.0,James
MS,M,2007.0,Jordan
,M,2005.0,Robert
,M,2021.0,James
 MS ,M,1961.0,Jordan
 MS ,M,1922.0,Alex
MS,F,1944.0,Mary
 MS ,F,2016.0,Linda
MS,M,1973.0,Casey
MS,M,1984.0,
MS,M,1949.0,Michael
MS,M,1981.0,Jordan
MS,M,1951.0,
MS,M,1950.0,taylor
MS,M,1975.0,Jordan
MS,M,,John
MS,M,1935.0,
MS,M,2006.0,John
MS,F,1989.0,Michael
MS,M,1971.0,Michael
MS,F,1915.0,Jordan
MS,F,1981.0,Linda
MS,F,1948.0,
MS,F,1928.0,Jennifer
MS,F,1991.0,Mary
MS,M,1953.0,Alex
MS,M,1928.0,Linda
MS,M,2017.0,Casey
MS,M,1915.0,Alex
MS,,1964.0,Casey
 MS ,M,1984.0,casey
 MS ,M,1974.0,Jordan
MS,F,1924.0,Mary
MS,F,1941.0,Alex
MS,M,1980.0,Robert
MS,F,1992.0,Linda
MS,F,2007.0,Mary
MS,F,1959.0,Taylor
MS,F,1948.0,Jordan
MS,F,1998.0,Patricia
 MS ,M,1950.0,
MS, F ,1973.0,Linda
MS,F,1999.0,Mary
, F ,1980.0,Taylor
MS, F ,2002.0,Mary
MS,F,1943.0,Jennifer
MS,M,1942.0,Robert
, M ,,Robert
MS,M,1955.0,Casey
MS,M,1995.0,James
MS,M,1958.0,Michael
MS,M,2000.0,Robert
MS, F ,1977.0,Casey
MS,M,1943.0,Michael
,F,1961.0,Alex
MS,F,1989.0,Jennifer
 MS ,M,1974.0,Michael
,F,,Mary
 MS ,M,1993.0,Robert
MS,F,1967.0,Jennifer
MS,F,2014.0,Mary
MS,F,1936.0,Taylor
MS,M,2007.0,Michael
MS,F,1982.0,Jennifer
MS,F,1994.0,Linda
MS,M,1995.0,
,M,1988.0,James
MS,,1954.0,Taylor
MS, M ,, Jordan 
MS,M,1945.0,Michael
MS,F,1960.0,Linda
MS,F,1990.0,Patricia
MS,F,1994.0,Mary
MS,M,2019.0,Michael
MS,M,1967.0,John
MS,M,1934.0,Alex
MS,M,1965.0,Taylor
, M ,1973.0,Robert
MS,F,1974.0,Casey
MS,F,1986.0,jennifer
 MS ,F,1929.0, Jordan 
MS, F ,2011.0,Patricia
MS,F,1939.0,Alex
MS,M,2005.0,John
MS,F,1916.0,Jordan
MS,M,1996.0,Michael
MS, M ,1916.0,John
MS,M,1999.0,Jordan
 MS , M ,2005.0,James
MS,M,2014.0,Jordan
MS,M,1919.0,Robert
MS,F,1970.0,
MS,F,1942.0, Alex 
MS,M,1966.0,Alex
MS,F,1962.0,Jennifer
MS,F,1933.0,Linda
 MS ,M,1987.0,john
MS, F ,1928.0,Casey
MS,F,1981.0,Alex
MS,F,1966.0,James
MS,F,2019.0,Patricia
 MS ,M,1992.0, Jordan 
MS,F,1966.0,
MS,M,1911.0,Michael
,F,1948.0,Alex
MS,F,1943.0,Mary
MS,M,1962.0,Alex
MS,M,1929.0,Alex
,M,1984.0,Jennifer
MS,F,1975.0,Taylor
MS,M,1982.0,Michael
MS,F,1987.0,Linda
MS,F,1987.0,Alex
MS,F,1999.0,Casey
MS,M,2004.0,Taylor
MS, F ,1944.0,Jordan
MS, F ,2004.0,linda
MS, F ,2005.0,Patricia
 MS ,M,2001.0,casey
MS,M,2013.0,Patricia
MS,M,1913.0,Robert
MS,,1936.0,Jordan
MS,F,1948.0,Mary
MS,F,2004.0,
MS,M,1935.0,Taylor
MS,M,,
MS,M,,Jordan
MS,M,2004.0,Casey
MS,F,2016.0,Patricia
MS,F,1973.0,Jennifer
MS,F,1960.0,Casey
MS,F,1920.0,Alex
MS,F,1976.0,James
MS,M,1943.0,James
MS,M,2011.0,Jordan
MS,,1970.0,John
MS,F,1997.0,Mary
MS,,2001.0,Alex
MS,F,1977.0,Jordan
MS, F ,2004.0,Patricia
MS,F,1998.0,Linda
MS,M,1994.0,Taylor
MS,M,1948.0,Alex
MS,F,1963.0,Jennifer
MS, M ,1977.0,James
MS,F,1959.0,Alex
MS,M,2004.0,Jordan
MS,,2000.0,Alex
MS,M,1976.0,John
MS,M,2004.0,Alex
MS,F,1972.0,John
MS, M ,2016.0,James
MS,F,1965.0,Jordan
MS,M,1974.0,Casey
MS,M,1993.0,Taylor
MS,M,1989.0,Casey
MS,M,1964.0,Alex
 MS ,F,1933.0,Taylor
MS,M,2009.0,Robert
MS,M,2021.0,John
MS,F,1978.0,Taylor
MS,,1992.0,
MS,F,1979.0,Taylor
MS,M,1947.0,Casey
MS,F,1977.0,Mary
MS, F ,1965.0,Jennifer
MS,F,1976.0,Linda
MS, F ,1973.0,Jordan
,M,1952.0,Robert
MS,M,2002.0,Taylor
 MS ,F,1927.0,Mary
MS,M,1955.0,Jordan
MS,M,1991.0,Casey
MS,F,1938.0,Taylor
MS,M,2008.0,Taylor
 MS ,F,1931.0,Patricia
MS,,1995.0,Casey
MS,M,1947.0,Robert
MS,F,1941.0,Linda
MS,F,1967.0,Linda
MS,F,2019.0,Jennifer
MS,M,,James
MS,F,1946.0,Patricia
MS,M,1970.0,Taylor
MS,M,2018.0,robert
MS,M,2008.0,Casey
MS, M ,1996.0, Jennifer 
 MS ,F,1963.0,Taylor
MS,M,1968.0,
MS,F,1952.0,casey
MS,F,1921.0, Patricia 
MS,M,1999.0,John
MS, M ,,James
MS,F,1974.0,Jordan
MS,F,2012.0,Jennifer
MS,,1949.0,Casey
MS,M,1982.0,John
 MS ,M,,Casey
MS,M,1918.0,Taylor
MS,F,1994.0,Jordan
MS,M,1924.0,Alex
MS, F ,1978.0,Mary
MS,M,1973.0, Taylor 
MS,M,1986.0,Michael
MS,M,1960.0,
MS,,1969.0,
MS,F,1917.0,Patricia
 MS ,F,,Jordan
MS,M,1912.0,James
 MS ,F,1993.0,Patricia
MS,M,2003.0,James
MS,M,1955.0,John
MS,M,1951.0,Jordan
MS,M,1970.0,Michael
MS,F,1981.0,Patricia
MS, M ,1910.0,James
MS,M,1957.0,Robert
MS,M,1997.0,jordan
MS,F,1971.0,Mary
MS, F ,2010.0,Casey
MS,,2003.0,Casey
MS,F,1964.0,Jennifer
MS,M,2013.0,Jordan
MS,M,1972.0,Taylor
MS,F,2018.0,Alex
MS, F ,1952.0,Taylor
MS,F,1926.0, Alex 
MS,M,1974.0,James
MS,F,2002.0,Alex
MS,F,1961.0,Linda
MS,F,2006.0,jennifer
MS,F,1948.0,Casey
MS,M,2002.0,Michael
MS,M,1986.0,Alex
 MS ,F,1939.0,Mary
MS,M,1931.0,
MS,M,2021.0,Michael
MS,M,1982.0,Mary
,M,1962.0,Casey
MS,M,1969.0,Alex
MS,,1997.0,James
MS,M,2022.0,Taylor
MS,F,2015.0,Jordan
 MS ,M,1997.0,Michael
MS,M,1978.0,Robert
MS,F,1928.0,Jordan
MS,F,1927.0,Jennifer
MS,F,1956.0,linda
 MS ,F,1976.0,Jennifer
MS,F,1970.0,Taylor
MS,M,1942.0,Patricia
MS,F,1967.0,Casey
MS,F,1936.0,Jennifer
 MS ,M,,John
MS,F,1940.0,alex
MS, F ,1976.0,Alex
MS, M ,2017.0,John
MS, F ,1933.0,Jennifer
 MS ,F,1960.0,Alex
MS,F,1925.0,Jordan
 MS ,M,1925.0,Alex
MS, F ,1979.0,Alex
MS,F,,Patricia
MS,M,1936.0,Casey
,F,1963.0,Jordan
MS,M,1951.0,Michael
 MS ,M,1980.0,James
MS,M,1998.0,john
 MS ,F,1992.0,Taylor
MS,,1973.0,Jennifer
MS,M,1957.0,Michael
MS,F,1988.0,Mary
MS,F,1923.0,Linda
MS,M,1976.0,James
MS,M,1995.0,John
MS,M,1968.0,Michael
 MS ,F,2002.0,
MS,M,,Taylor
MS,M,1978.0,James
MS,F,1989.0,Casey
MS,F,1953.0,Jennifer
MS,M,1956.0,Michael
MS,M,2010.0,John
MS,M,2011.0,Jordan
MS,F,1982.0,
MS,F,1963.0,Linda
MS,M,2012.0,Jordan
 MS ,F,2000.0,Jordan
MS,M,1943.0,jordan
MS,,1991.0,
MS,M,,James
MS,F,1995.0, Alex 
MS,M,1933.0,Michael
MS,M,1979.0,Linda
MS,M,1967.0,Taylor
MS,M,1985.0,Michael
 MS , F ,1991.0,Patricia
MS,F,2016.0,Jennifer
MS,M,,Jennifer
MS,F,2003.0,Taylor
,M,1959.0,Casey
MS,M,2015.0,Taylor
MS,F,1989.0,Linda
MS,M,1981.0,Robert
MS,F,1991.0,Jordan
 MS , M ,1935.0,casey
MS,,1953.0,Jordan
MS,M,1979.0,James
MS,,,
MS,M,2012.0,Robert
MS,,1966.0,Robert
